Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
3/8/2016,0,26.3,38.3,50.4
3/9/2016,0,34.8,46.7,58.7
3/10/2016,0,46.9,60.9,74.8
3/11/2016,0.19,49.4,59,68.5
3/12/2016,0,28.1,44.4,60.8
3/13/2016,0,36.2,47.2,58.3
3/14/2016,0,39,51.6,64.2
3/15/2016,0.8,37.6,41.1,44.6
3/16/2016,0.16,40.2,44.1,47.9
3/17/2016,0.15,40.2,46.5,52.9
3/18/2016,0.02,36.3,50.5,64.7
3/19/2016,0,25.7,39.5,53.4
3/20/2016,0,22.2,34.2,46.2
3/21/2016,0.35,25.8,32.6,39.3
3/22/2016,0.03,28.1,36.5,44.9
3/23/2016,0,32.4,41.2,50.1
3/24/2016,0.02,36.9,50.9,64.9
3/25/2016,0.03,35.4,40.2,44.9
3/26/2016,0.1,35.6,47.7,59.8
3/27/2016,0,28.6,37.2,45.7
3/28/2016,0.05,34.4,42.1,49.8
3/29/2016,0.56,37.3,42.7,48.2
3/30/2016,0,26.4,39.2,52
3/31/2016,0,33.8,45.9,58
4/1/2016,0.07,52,61.2,70.4
4/2/2016,0.02,46.2,56.7,67.1
4/3/2016,1.09,31,40.1,49.1
4/4/2016,0.07,21.6,29.3,37
4/5/2016,0.43,20.8,25.6,30.4
4/6/2016,0,15.8,26.5,37.2
4/7/2016,0.06,23.2,37.8,52.4
4/8/2016,1.45,42.5,49.4,56.4
4/9/2016,0.02,26.9,39.9,52.9
4/10/2016,0,27.6,38,48.3
4/11/2016,0,32,41,49.9
4/12/2016,0,41.8,50.7,59.6
4/13/2016,0.24,28.9,44.2,59.6
4/14/2016,0,30.1,42.6,55.2
4/15/2016,0,29.4,41.5,53.5
4/16/2016,0,33.2,45.5,57.8
4/17/2016,0,31,43.4,55.9
4/18/2016,0,34.3,50.6,66.9
4/19/2016,0.02,41,56.8,72.7
4/20/2016,0,39.4,50.1,60.8
4/21/2016,0,34.9,47.4,59.8
4/22/2016,0,44.8,60.5,76.2
4/23/2016,0.22,55,66.9,78.7
4/24/2016,0.02,35.3,49.9,64.5
4/25/2016,0,38,49.5,61
4/26/2016,0,42.2,53.1,64.1
4/27/2016,0.31,30.6,37.4,44.2
4/28/2016,0,31.4,46.7,62.1
4/29/2016,0,38,49.4,60.7
4/30/2016,0,35.4,46.8,58.3
5/1/2016,0,39.2,52.3,65.4
5/2/2016,0.11,41.2,47.4,53.5
5/3/2016,0.43,43.8,48.7,53.7
5/4/2016,0.09,43.5,47.3,51.1
5/5/2016,0.47,42.3,46.5,50.7
5/6/2016,0.1,43.1,45.5,47.9
5/7/2016,0.09,45.2,51.6,58
5/8/2016,0.02,46.1,50.2,54.3
5/9/2016,0.07,40.7,52.2,63.8
5/10/2016,0,34.8,51.3,67.9
5/11/2016,0,40,55.4,70.7
5/12/2016,0,43.7,60.7,77.6
5/13/2016,0,46.7,62.6,78.6
5/14/2016,0.18,51.9,63.2,74.4
5/15/2016,0,47.6,63,78.3
5/16/2016,0,39,50,60.9
5/17/2016,0,41.1,50.5,59.9
5/18/2016,0,45.1,58,70.8
5/19/2016,0,47.9,57.9,67.8
5/20/2016,0.27,44.1,56.5,68.9
5/21/2016,0,44.8,59.7,74.6
5/22/2016,0,51.5,62.9,74.2
5/23/2016,0.05,44.8,56.1,67.3
5/24/2016,0.19,50.8,63.9,77
5/25/2016,0.02,51.6,56.1,60.6
5/26/2016,0,54,71.5,89
5/27/2016,0,57.9,73,88.2
5/28/2016,0,61.8,73.9,86
5/29/2016,0,61.9,76.9,92
5/30/2016,0.96,54.1,62.5,70.9
5/31/2016,0.17,55.8,65.5,75.3
6/1/2016,0,54.9,70.2,85.5
6/2/2016,0,51.5,64,76.4
6/3/2016,0,55.4,64.3,73.1
6/4/2016,0,58.1,65.5,72.8
6/5/2016,0,61.5,72.3,83
6/6/2016,0.76,62,65,68
6/7/2016,0,60.4,71.7,82.9
6/8/2016,0.09,55.9,70.5,85.2
6/9/2016,0,48.9,61,73.1
6/10/2016,0,51.1,59.4,67.7
6/11/2016,0,47.9,59.9,71.9
6/12/2016,0.14,54.2,63.5,72.9
6/13/2016,0,51.4,65,78.5
6/14/2016,0,51.3,61.3,71.3
6/15/2016,0,52.7,65.5,78.2
6/16/2016,0,58.3,71.1,84
6/17/2016,0,54,69,83.9
6/18/2016,0,50.9,65.5,80
6/19/2016,0,51.7,66.1,80.5
6/20/2016,0,55.3,67.5,79.6
6/21/2016,0.5,59.8,70.7,81.7
6/22/2016,0,50.9,67.9,85
6/23/2016,0.08,47.8,63.6,79.4
6/24/2016,0,52.6,68.2,83.8
6/25/2016,0,52.2,66.6,80.9
6/26/2016,0,52.8,67.8,82.7
6/27/2016,0,56.2,70.7,85.2
6/28/2016,0.03,64.2,74.2,84.1
6/29/2016,0.05,66.9,72.5,78.2
6/30/2016,0.07,59.1,71.6,84.1
7/1/2016,0,59.8,72.6,85.4
7/2/2016,0.46,60.2,71.6,83
7/3/2016,0,51.8,64.6,77.3
7/4/2016,0,55.6,69.2,82.7
7/5/2016,0.35,63.5,75.2,86.8
7/6/2016,0.09,63.2,73.1,83
7/7/2016,0,65.1,78.7,92.2
7/8/2016,0.03,61.1,72.1,83
7/9/2016,0,59.1,64.6,70.2
7/10/2016,0.1,58,61.9,65.8
7/11/2016,0.06,54.4,62,69.7
7/12/2016,0,54.1,65.2,76.3
7/13/2016,0,62.3,74,85.7
7/14/2016,0,66,77,87.9
7/15/2016,0.11,68,75.7,83.4
7/16/2016,0,64.3,78.2,92.2
7/17/2016,0,68.4,79.9,91.4
7/18/2016,0,64.4,75,85.6
7/19/2016,0,68.2,80.4,92.5
7/20/2016,0,52.7,68.5,84.3
7/21/2016,0,54.7,68.3,81.8
7/22/2016,0,64.6,76.7,88.9
7/23/2016,0.06,65.9,80,94
7/24/2016,0,61.1,77.7,94.4
7/25/2016,0,61.6,75.9,90.2
7/26/2016,0,67.6,80.7,93.8
7/27/2016,0,62,77.4,92.8
7/28/2016,0,64.4,78.1,91.9
7/29/2016,0.06,68.8,79.6,90.5
7/30/2016,0.09,62.9,73.3,83.7
7/31/2016,0,67.7,77.2,86.7
8/1/2016,0.1,64.3,70.3,76.2
8/2/2016,0.04,63.3,70.7,78.2
8/3/2016,0.43,54.2,63.8,73.3
8/4/2016,0,53.5,68.1,82.7
8/5/2016,0,56.9,71,85.1
8/6/2016,0,64.1,75.3,86.5
8/7/2016,0.24,59.2,73.7,88.1
8/8/2016,0,56.4,71.7,87
8/9/2016,0,55.5,70.6,85.8
8/10/2016,0,62.8,75.9,88.9
8/11/2016,0.45,70.2,74.7,79.2
8/12/2016,0.02,73.6,83.4,93.1
8/13/2016,0.02,70.7,82.5,94.3
8/14/2016,0.32,67.1,75.2,83.3
8/15/2016,0.42,68.5,81.4,94.2
8/16/2016,0,64.3,76.3,88.3
8/17/2016,0.23,69.4,77,84.6
8/18/2016,0,60.6,72.2,83.9
8/19/2016,0,64,76.2,88.4
8/20/2016,0,63.2,75,86.8
8/21/2016,0,59.9,72.3,84.7
8/22/2016,0.7,63.2,74.2,85.2
8/23/2016,0,49.7,64.3,78.9
8/24/2016,0,53.8,66.8,79.8
8/25/2016,0,61,73.9,86.8
8/26/2016,0,66.9,76,85.2
8/27/2016,0,60.6,75.1,89.5
8/28/2016,0,60.9,74.2,87.6
8/29/2016,0,65.4,75.7,86
8/30/2016,0,53.1,70.5,88
8/31/2016,0,59.5,70.8,82.2
9/1/2016,0.11,67.2,74.1,80.9
9/2/2016,0.15,55.3,65.1,74.8
9/3/2016,0,52.3,65.5,78.7
9/4/2016,0,51.2,62.2,73.2
9/5/2016,0,54.6,64.4,74.2
9/6/2016,0.22,60.5,67.5,74.6
9/7/2016,0.1,64.5,68.8,73.1
9/8/2016,0,66.4,73.3,80.2
9/9/2016,0,68.1,75.2,82.2
9/10/2016,0,67.2,79.1,91
9/11/2016,0.01,70.6,77.2,83.9
9/12/2016,0.09,45.2,62.9,80.7
9/13/2016,0,48.4,62.6,76.8
9/14/2016,0,55.1,68,80.8
9/15/2016,0.05,45.8,66.9,87.9
9/16/2016,0,42.2,56.4,70.5
9/17/2016,0,43.4,58.5,73.6
9/18/2016,0,53,65,77
9/19/2016,0,68.2,74.4,80.6
9/20/2016,0.26,64,69.1,74.2
9/21/2016,0,57.9,69.4,80.9
9/22/2016,0,50.8,66.5,82.2
9/23/2016,0,51.7,68,84.4
9/24/2016,0.19,52.1,67.3,82.4
9/25/2016,0,39.3,53.1,66.8
9/26/2016,0,33.9,49.9,65.8
9/27/2016,0.25,42.8,55.5,68.1
9/28/2016,0.04,52.8,62.2,71.6
9/29/2016,0,51.9,55.5,59.1
9/30/2016,0,51.2,55.1,59
10/1/2016,1.07,52.2,56.5,60.8
10/2/2016,0.39,51.5,55,58.4
10/3/2016,0.01,52.2,54.9,57.5
10/4/2016,0,53.4,62.9,72.3
10/5/2016,0,40.8,52.9,65
10/6/2016,0,37.3,50.7,64
10/7/2016,0,39.8,55.9,72
10/8/2016,0,41.2,58.1,75.1
10/9/2016,0.26,47,58.2,69.3
10/10/2016,1.43,40.1,49,57.9
10/11/2016,0,32.1,45.4,58.6
10/12/2016,0,35.1,49.5,63.8
10/13/2016,0,39.2,52.7,66.3
10/14/2016,0,36.6,53.9,71.3
10/15/2016,0,30.6,45.1,59.6
10/16/2016,0,34.6,47.6,60.6
10/17/2016,0,41.2,55.6,69.9
10/18/2016,0.09,53.8,65.3,76.9
10/19/2016,0,56.8,66.9,77.1
10/20/2016,0,44.8,62.8,80.8
10/21/2016,0.1,47.7,57.3,66.8
10/22/2016,2.6,58.3,66.3,74.3
10/23/2016,0.14,41.4,52.9,64.5
10/24/2016,0,42.8,50.8,58.7
10/25/2016,0,32.3,46.4,60.6
10/26/2016,0,29.2,39.6,50
10/27/2016,0,26.1,37,47.9
10/28/2016,1.2,30.3,40.3,50.4
10/29/2016,0.03,36.7,42.9,49.1
10/30/2016,0,38.7,48.6,58.5
10/31/2016,0.37,36.2,50.8,65.5
11/1/2016,0,26.7,39.5,52.4
11/2/2016,0,29.1,42.2,55.2
11/3/2016,0.02,48.1,59.2,70.3
11/4/2016,0,42,55,68
11/5/2016,0,26.4,41.9,57.3
11/6/2016,0.04,31.4,43.7,56
11/7/2016,0,30.7,40.3,49.9
11/8/2016,0,26.5,37.5,48.6
11/9/2016,0,32.2,48.6,65.1
11/10/2016,0,30.7,46,61.2
11/11/2016,0,35.4,44.6,53.7
11/12/2016,0,29.6,45.1,60.7
11/13/2016,0,33.7,40.7,47.8
11/14/2016,0,28.8,44.7,60.5
11/15/2016,0,35.6,51,66.3
11/16/2016,1.32,44.7,50.4,56.1
11/17/2016,0,40,47,54.1
11/18/2016,0,32.8,44.2,55.7
11/19/2016,0,33,47.5,62
11/20/2016,0.1,36.5,47.1,57.7
11/21/2016,0,28.8,36.6,44.3
11/22/2016,0,29.1,33.2,37.4
11/23/2016,0,29.2,35.5,41.7
11/24/2016,0,25.5,34.9,44.2
11/25/2016,0.12,31.9,37.5,43.2
11/26/2016,0.09,36.6,41.7,46.9
11/27/2016,0,32.7,40.7,48.6
11/28/2016,0,25.2,35.9,46.5
11/29/2016,0,25.1,36.3,47.5
11/30/2016,0.61,34.7,46.6,58.5
12/1/2016,0.81,44.4,49.1,53.8
12/2/2016,0,34.3,45.5,56.6
12/3/2016,0,35.4,42.5,49.5
12/4/2016,0,30.1,37.5,45
12/5/2016,0.05,23.9,32.6,41.2
12/6/2016,0.1,24.1,30.9,37.7
12/7/2016,0.14,25.1,34.5,43.9
12/8/2016,0,27.8,34.6,41.4
12/9/2016,0,27.3,34.4,41.4
12/10/2016,0,17,26.4,35.9
12/11/2016,0,9.7,19.4,29
12/12/2016,0.36,11.7,23.5,35.4
12/13/2016,0.17,27.1,35.3,43.4
12/14/2016,0,26.5,34.2,42
12/15/2016,0,20.4,30.9,41.3
12/16/2016,0,3.3,14.9,26.6
12/17/2016,0.16,4,13.8,23.6
12/18/2016,0.55,21,35.8,50.5
12/19/2016,0.02,20.7,38.5,56.2
12/20/2016,0,12.1,19,26
12/21/2016,0,12.7,23.7,34.8
12/22/2016,0,21,30.9,40.9
12/23/2016,0,24.4,32.2,40
12/24/2016,0,26.3,36,45.7
12/25/2016,0.42,27.6,35.4,43.2
12/26/2016,0,16.7,30.9,45.1
12/27/2016,0.04,20.2,38.2,56.3
12/28/2016,0,32.5,44.8,57.1
12/29/2016,0,22.3,31.6,40.9
12/30/2016,0.83,25,32.2,39.4
12/31/2016,0,21.2,30.6,40
1/1/2017,0.19,23.7,33,42.2
1/2/2017,0,21.9,32.9,44
1/3/2017,0.05,24.7,32.2,39.6
1/4/2017,0.92,35.6,39.6,43.7
1/5/2017,0.03,23.7,35.5,47.2
1/6/2017,0.02,23.7,28,32.3
1/7/2017,0.01,17.7,24.8,31.9
1/8/2017,0.55,4.4,13.7,23
1/9/2017,0,-2.5,9.7,22
1/10/2017,0,-2.1,8.9,19.9
1/11/2017,0.3,4.4,26.1,47.8
1/12/2017,0.2,37.4,46.1,54.8
1/13/2017,0.02,41,50.4,59.9
1/14/2017,0,15.4,30,44.7
1/15/2017,0,17,23.7,30.4
1/16/2017,0,14.3,26,37.6
1/17/2017,0,16.3,28.8,41.3
1/18/2017,0.54,25.2,33.6,42
1/19/2017,0.09,31.1,35.2,39.4
1/20/2017,0,27.4,36.3,45.2
1/21/2017,0,30.6,36,41.5
1/22/2017,0,32.9,44.1,55.3
1/23/2017,0.09,32.8,41.2,49.7
1/24/2017,1.25,33.3,36.3,39.2
1/25/2017,0.19,33.3,37.4,41.5
1/26/2017,0.01,32.9,38.6,44.2
1/27/2017,0.04,36.3,42.8,49.3
1/28/2017,0,31.8,37.3,42.9
1/29/2017,0,28.1,34,39.9
1/30/2017,0,19.7,30.6,41.5
1/31/2017,0,15.4,25.4,35.4
2/1/2017,0.17,17.4,23.3,29.2
2/2/2017,0,21.7,32.2,42.7
2/3/2017,0,16.1,27.9,39.6
2/4/2017,0,15.9,24.4,33
2/5/2017,0,17.9,25.7,33.5
2/6/2017,0,25.6,34.4,43.2
2/7/2017,0,27.8,33.7,39.6
2/8/2017,0.41,25.8,32.2,38.6
2/9/2017,0.06,28.6,40.7,52.8
2/10/2017,1.11,5.8,20.5,35.3
2/11/2017,0.18,8.4,17.6,26.9
2/12/2017,0,16.7,21.4,26.1
2/13/2017,0.76,19.8,26.6,33.5
2/14/2017,0,17.6,26.1,34.7
2/15/2017,0,17.8,27.4,37
2/16/2017,0.07,25.9,33.7,41.4
2/17/2017,0,20.5,28.2,35.9
2/18/2017,0,19.3,29.8,40.4
2/19/2017,0,27.6,39.6,51.5
2/20/2017,0,31.9,46.2,60.5
2/21/2017,0,20.5,32.6,44.6
2/22/2017,0,24.8,35.2,45.5
2/23/2017,0,33.5,45.6,57.7
2/24/2017,0,39.4,52.9,66.5
2/25/2017,0,44.3,58,71.7
2/26/2017,0.17,35.3,51.2,67.1
2/27/2017,0,25.3,34,42.8
2/28/2017,0,29.5,41.4,53.2
3/1/2017,0,37.9,46.6,55.3
3/2/2017,0,45.8,53.5,61.2
3/3/2017,0,23.4,37.4,51.5
3/4/2017,0,12.1,24.6,37.1
3/5/2017,0,7.7,16.1,24.5
3/6/2017,0,10,21.5,33.1
3/7/2017,0,16.1,28.8,41.4
3/8/2017,0.07,35.2,43.8,52.3
3/9/2017,0.01,32.8,45.2,57.6
3/10/2017,0.07,28.5,40.6,52.8
3/11/2017,0.21,10,21.2,32.4
3/12/2017,0,7.6,14.6,21.5
3/13/2017,0,9,18,26.9
3/14/2017,0.06,15,25,35.1
3/15/2017,1.33,15.1,27.5,39.9
3/16/2017,0,17,23.1,29.2
3/17/2017,0,19.6,27.4,35.1
3/18/2017,0,17.5,30.5,43.4
3/19/2017,0,24.4,32.5,40.5
3/20/2017,0,29.8,33.8,37.9
3/21/2017,0,28.8,40.3,51.8
3/22/2017,0,29.2,42.2,55.2
3/23/2017,0,14.8,27.4,39.9
3/24/2017,0,18,28.6,39.1
3/25/2017,0.03,30.1,38.3,46.5
3/26/2017,0.03,24.3,34.1,43.8
3/27/2017,0.02,30.1,36.5,43
3/28/2017,0.55,34.8,39.9,45
3/29/2017,0.61,35.2,39.4,43.6
3/30/2017,0,30,39.3,48.6
3/31/2017,0,32.9,42.2,51.5
4/1/2017,1.63,32.4,35.2,38
4/2/2017,0.62,31.1,34.3,37.4
4/3/2017,0,30.4,44.1,57.8
4/4/2017,0.27,37.4,49.5,61.5
4/5/2017,0.55,35.8,38.7,41.5
4/6/2017,0,35.8,41.3,46.9
4/7/2017,0.95,36.8,44.9,52.9
4/8/2017,0,34.2,44.3,54.5
4/9/2017,0,33.3,41.7,50.2
4/10/2017,0,41.6,54.2,66.8
4/11/2017,0,48.4,61.9,75.4
4/12/2017,0,47.6,65.7,83.7
4/13/2017,0.02,37,54.8,72.6
4/14/2017,0,33.9,46.5,59.1
4/15/2017,0,35,49.4,63.8
4/16/2017,0.02,48,58.1,68.2
4/17/2017,0,58.8,72.5,86.2
4/18/2017,0,42.1,58.6,75.1
4/19/2017,0,33.5,45,56.4
4/20/2017,0.08,39.6,46,52.4
4/21/2017,0.21,43.3,52.6,61.8
4/22/2017,0.35,40.6,43.9,47.3
4/23/2017,0.08,36.7,42.5,48.4
4/24/2017,0,38.1,52.1,66
4/25/2017,0.02,46.2,57.7,69.2
4/26/2017,1.09,45.2,48.7,52.2
4/27/2017,0.36,50.6,55.5,60.3
4/28/2017,0.01,53.4,60.5,67.6
4/29/2017,0,57.5,69.9,82.4
4/30/2017,0,49.5,67.3,85.2
5/1/2017,0.09,44.8,52.2,59.5
5/2/2017,0.2,44.9,52.6,60.3
5/3/2017,0.05,43.3,57.1,70.8
5/4/2017,0,36.4,50.4,64.4
5/5/2017,0,43.7,54.4,65.1
5/6/2017,1.13,47.5,54.6,61.7
5/7/2017,0.16,51.8,59.7,67.5
5/8/2017,0,41.3,52.7,64.1
5/9/2017,0,34.8,45.1,55.5
5/10/2017,0,41.6,48.1,54.6
5/11/2017,0,45.4,52.1,58.8
5/12/2017,0,39.3,49.7,60.1
5/13/2017,0,39.8,49.3,58.8
5/14/2017,1.16,44.2,50.9,57.7
5/15/2017,0.38,44.2,47.7,51.2
5/16/2017,0.13,45.1,53.1,61
5/17/2017,0,53.9,67.1,80.3
5/18/2017,0,62.4,76.4,90.5
5/19/2017,0.12,63.7,79.8,95.9
5/20/2017,0,51.4,71.1,90.9
5/21/2017,0,41.8,56.1,70.4
5/22/2017,0.03,47.2,58.7,70.1
5/23/2017,0.08,49.7,52.6,55.4
5/24/2017,0,52.1,61.9,71.6
5/25/2017,0,49.3,58.8,68.4
5/26/2017,1.21,47.9,51.4,54.9
5/27/2017,0.19,48.4,53.1,57.8
5/28/2017,0,51.5,60.7,69.9
5/29/2017,0,47.5,58.9,70.4
5/30/2017,0.06,48.2,50.9,53.7
5/31/2017,0,51.6,57.1,62.5
6/1/2017,0.1,52.1,61.9,71.8
6/2/2017,0.1,45.3,62.1,78.9
6/3/2017,0,43.3,58.7,74
6/4/2017,0.01,46.6,57.2,67.8
6/5/2017,0.28,52.5,62.5,72.4
6/6/2017,1.22,48.5,52.9,57.4
6/7/2017,0.81,46.5,49.9,53.3
6/8/2017,0,45.9,57.9,69.9
6/9/2017,0,52.7,64.9,77.1
6/10/2017,0.01,53.9,66.4,78.8
6/11/2017,0,59.9,72.3,84.6
6/12/2017,0,64.1,77.1,90.1
6/13/2017,0,66.8,81,95.2
6/14/2017,0,62.9,78.6,94.4
6/15/2017,0,48.8,65.3,81.8
6/16/2017,0,57.5,66,74.5
6/17/2017,1.81,58.1,64.5,70.9
6/18/2017,0.01,60.3,66.8,73.3
6/19/2017,0,67.1,74.5,81.8
6/20/2017,0.24,67.5,75.3,83.1
6/21/2017,0,58.9,72,85.1
6/22/2017,0,55.6,70.1,84.7
6/23/2017,0,63.9,74.1,84.2
6/24/2017,0.08,69.6,79.3,88.9
6/25/2017,0.16,58.3,72.1,85.8
6/26/2017,0,55.5,69.8,84.2
6/27/2017,0,53.7,66.6,79.6
6/28/2017,0.4,50,62.9,75.9
6/29/2017,0,55.5,66.5,77.5
6/30/2017,0,62.7,70.8,78.8
7/1/2017,0.23,64.6,74.4,84.3
7/2/2017,0.02,68.1,77,85.8
7/3/2017,0,65.2,77,88.7
7/4/2017,0,56.8,71.8,86.8
7/5/2017,0,55.3,69.8,84.3
7/6/2017,0,55.2,69.4,83.6
7/7/2017,0,61.7,71.5,81.3
7/8/2017,0.96,61.6,66.3,70.9
7/9/2017,0.3,58.6,72.2,85.9
7/10/2017,0,57.3,69.6,82
7/11/2017,0.21,63,74.2,85.3
7/12/2017,0.04,65.5,74.8,84.1
7/13/2017,0.87,66.8,76.2,85.6
7/14/2017,0.26,56.7,63.2,69.8
7/15/2017,0.02,58.7,62.2,65.8
7/16/2017,0,60.1,70.2,80.4
7/17/2017,0,63.4,75.3,87.2
7/18/2017,0,65.4,74.5,83.5
7/19/2017,0.47,69,76.9,84.8
7/20/2017,0,64.8,77.6,90.5
7/21/2017,0,65.2,78.1,91.1
7/22/2017,0,63.6,76.5,89.3
7/23/2017,0,66,75.9,85.8
7/24/2017,0.06,59,67.8,76.5
7/25/2017,1.34,54.8,57.5,60.2
7/26/2017,0.02,50.4,57.6,64.8
7/27/2017,0,56.5,68.4,80.2
7/28/2017,0.03,59.8,66.2,72.7
7/29/2017,0,62,72.6,83.2
7/30/2017,0,48.5,59.5,70.4
7/31/2017,0,51.9,65.6,79.3
8/1/2017,0,57.6,71.4,85.2
8/2/2017,0,64,76,88
8/3/2017,2.05,63.2,74.7,86.1
8/4/2017,0,64.6,74,83.3
8/5/2017,0,67.2,75.6,84
8/6/2017,0.23,55.4,66.8,78.1
8/7/2017,0,54.5,65.9,77.3
8/8/2017,0.01,60,67.9,75.8
8/9/2017,0,53.9,65,76.2
8/10/2017,0,56.2,70,83.8
8/11/2017,0,57.1,71.3,85.6
8/12/2017,0.17,59.4,70.5,81.7
8/13/2017,0,61,68.3,75.6
8/14/2017,0,56.2,70.3,84.3
8/15/2017,0,60.5,71.5,82.4
8/16/2017,0,61.7,70.8,79.9
8/17/2017,0,52,68.1,84.2
8/18/2017,0,57.3,69.3,81.3
8/19/2017,0.02,63.9,72.3,80.7
8/20/2017,0,64.1,76.4,88.8
8/21/2017,0,57.4,70.6,83.9
8/22/2017,0,61.1,73.4,85.6
8/23/2017,0.05,69,78.9,88.8
8/24/2017,0,51.9,67.3,82.6
8/25/2017,0,54.1,67.3,80.5
8/26/2017,0,47.2,61.7,76.2
8/27/2017,0,47.3,61.7,76.1
8/28/2017,0,47.1,62,77
8/29/2017,0,48.1,62.1,76
8/30/2017,0.12,54.2,61.8,69.5
8/31/2017,0,49.2,61.3,73.4
9/1/2017,0,45.2,61.9,78.6
9/2/2017,0,39.9,54.2,68.5
9/3/2017,0.09,50.2,60.8,71.4
9/4/2017,0.2,54.1,59.3,64.5
9/5/2017,0,58.6,69.2,79.8
9/6/2017,0,64.1,74.5,84.8
9/7/2017,1.27,59,67.4,75.7
9/8/2017,0,48.8,61.9,74.9
9/9/2017,0,46.6,60.3,74
9/10/2017,0.03,47.9,59.6,71.3
9/11/2017,0,45.9,59.1,72.3
9/12/2017,0,47.5,63,78.5
9/13/2017,0,49.4,67,84.6
9/14/2017,0,62.2,72.8,83.5
9/15/2017,0.02,64.4,73.2,82
9/16/2017,0,62.8,72.7,82.5
9/17/2017,0,61,71.3,81.5
9/18/2017,0,63.3,72.3,81.3
9/19/2017,0,62.6,66.8,70.9
9/20/2017,0.24,62.7,64.7,66.7
9/21/2017,0.25,65.9,68.7,71.5
9/22/2017,0.06,57.7,64.6,71.6
9/23/2017,0.19,58,60.4,62.7
9/24/2017,0,56.6,68.4,80.3
9/25/2017,0,59,73.1,87.2
9/26/2017,0,62,74,86
9/27/2017,0,60,72.4,84.8
9/28/2017,0,63.4,74.6,85.8
9/29/2017,0,43,60.2,77.4
9/30/2017,0.04,43.7,55.4,67.1
10/1/2017,0.1,38.5,48.9,59.3
10/2/2017,0,37.4,52.1,66.8
10/3/2017,0,40.6,54.9,69.2
10/4/2017,0,43.7,56,68.2
10/5/2017,0,53.3,64.7,76.2
10/6/2017,0,48.3,64.5,80.7
10/7/2017,0,50.3,63.2,76.2
10/8/2017,0,60,68.5,77.1
10/9/2017,0.24,66.4,70.4,74.4
10/10/2017,0.2,63.3,68.9,74.5
10/11/2017,0,51.8,64.6,77.3
10/12/2017,0,51.4,61.7,72
10/13/2017,0,34.5,47.4,60.2
10/14/2017,0,40.2,52.8,65.3
10/15/2017,0.02,54.2,60.8,67.3
10/16/2017,0.02,58.2,65.8,73.3
10/17/2017,0,33.6,47.1,60.6
10/18/2017,0,36.2,47.3,58.3
10/19/2017,0,37.8,55,72.2
10/20/2017,0,43.7,58.3,72.9
10/21/2017,0,39.6,55.1,70.7
10/22/2017,0,40.4,58.6,76.9
10/23/2017,0,47.6,62.7,77.8
10/24/2017,0.16,51.4,61.5,71.6
10/25/2017,0.71,65,69.5,74
10/26/2017,0.62,57.7,63.2,68.7
10/27/2017,0.19,42.6,52.6,62.5
10/28/2017,0,36.9,49.8,62.7
10/29/2017,0,43.1,54.6,66.1
10/30/2017,3.06,57.5,61.7,65.8
10/31/2017,0.01,43.5,51.9,60.3
11/1/2017,0,31,44.8,58.6
11/2/2017,0,34.3,45.1,55.9
11/3/2017,0,52.4,61.7,71
11/4/2017,0.01,39.8,57.2,74.6
11/5/2017,0,40.2,47.9,55.6
11/6/2017,0,47.2,55.6,64.1
11/7/2017,0.07,38,51.9,65.7
11/8/2017,0.15,34.3,41.2,48
11/9/2017,0,24,34.6,45.1
11/10/2017,0.02,28.1,40,51.8
11/11/2017,0,20.2,31,41.8
11/12/2017,0,20.2,29,37.7
11/13/2017,0,24.8,36.1,47.5
11/14/2017,0.26,33.5,37.8,42
11/15/2017,0,27.6,34.5,41.3
11/16/2017,0,26.8,36.5,46.2
11/17/2017,0.34,36.1,43.3,50.6
11/18/2017,0,21.3,33,44.6
11/19/2017,0.39,27.8,43.7,59.6
11/20/2017,0.07,32.3,45.7,59
11/21/2017,0,28.6,35.2,41.9
11/22/2017,0.09,36.3,47.3,58.3
11/23/2017,0.76,26.9,39.8,52.7
11/24/2017,0,23.3,33.2,43.1
11/25/2017,0,27,38.6,50.2
11/26/2017,0,34.9,46.4,58
11/27/2017,0,31,39.5,48
11/28/2017,0,19,32.5,45.9
11/29/2017,0,23.3,37.3,51.2
11/30/2017,0,24.4,42.6,60.8
12/1/2017,0.05,27.1,36.5,45.9
12/2/2017,0,25.8,38.5,51.2
12/3/2017,0,26.1,35.1,44.1
12/4/2017,0,26.9,34.9,42.9
12/5/2017,0,28.3,37.5,46.8
12/6/2017,0.85,38.3,48.6,58.8
12/7/2017,0,25.4,37.6,49.8
12/8/2017,0,22.9,34.2,45.6
12/9/2017,0,24.6,32.1,39.6
12/10/2017,0.63,28.4,31.4,34.3
12/11/2017,0,24.9,31.2,37.4
12/12/2017,0,25.9,32.4,38.9
12/13/2017,0.12,18.3,30.9,43.5
12/14/2017,0,17.9,20.8,23.7
12/15/2017,0,11.7,20.3,29
12/16/2017,0.01,12.1,18.5,24.9
12/17/2017,0,10.3,21.6,32.9
12/18/2017,0,13.2,21.7,30.3
12/19/2017,0,23.9,30.7,37.4
12/20/2017,0,29.2,39.8,50.5
12/21/2017,0,21.8,32.1,42.4
12/22/2017,0,21.1,28,34.9
12/23/2017,0.13,23.6,27.1,30.7
12/24/2017,0.57,26.2,33.8,41.3
12/25/2017,0.38,25.5,30.9,36.3
12/26/2017,0.26,17.1,26.5,35.8
12/27/2017,0,2.4,14.3,26.1
